"Name","TID","Description","Path"
"Jasmineira sp. 3","298"," Jasmineira sp. 3: a) specimen in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20sp3%20web.png"
"Jasmineira sp. 4","299"," Jasmineira sp. 4: a) specimen (branchial crown missing) in dorsal view; b) detail of anterior end with circular ridge on chaetiger 2 marked by arrow.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20sp4%20plate%20web.png"
"Euchone sp. 4","309"," Euchone sp. 4 (specimen Methyl Green-stained): a) specimen in dorsal view;  b) specimen in ventral view; c) detail of anterior end, d) detail of anterior margin of collar in ventral view – lacking ventral notch; e) detail of pygidium and anal depression.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euchone%20sp4%20body%20plate%20web.png"
"Euchone sp. 4","309"," Euchone sp. 4: a) fascicle of thoracic notochaetae; b) examples of thoracic uncini; c) example of anterior abdominal uncini in lateral view; d) abdominal uncini lateral view; e) anterior abdominal uncini in frontal view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euchone%20sp4%20chaetal%20plate%20web.png"
"Jasmineira Langerhans, 1880","295","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate.%20comparison%20of%20Jasmineira%20MGS%20stain%20web.png"
"Euchone Malmgren, 1866","304","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate.%20comparison%20of%20Euchone%20sp.%20%201%2C2%2C3%2C4%20MGS%20web.png"
"Jasmineira Langerhans, 1880","295","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate%20comparison%20of%20Jasmine%20anter.%20MGS%20web%20plate.png"
"Jasmineira sp. 2","297"," Jasmineira sp. 2 (specimen Shirla-stained): a) specimen in dorsal view; b) detail of anterior end with circular dorsal ridge on chaetiger 2 marked by arrow; c) thoracic limbate notochaetae; d) thoracic mucronate chaetae; e) thoracic mucronate notochaetae; f) abdominal uncini in frontal view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20sp2%20plate%20web.png"
"Jasmineira regularis form 2 Hartman, 1978","303"," Jasmineira cf. regularis forms 1 (with branchial crown) and 2 (without branchial crown) : a) specimens with and a1) without crown in lateral view; b) detail of anterior end, with insets of details of girdle on chaetiger 2 and abscission zone of the crown marked by arrows (specimen Shirla-stained); c) detail of branchial crown with ventral filaments marked by arrows; d) specimens stained with Methyl Green; e) detail of pygidial stained with Methyl Green.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20cf%20regularis%20plate.png"
"Amphicorina sp. 4","316"," Amphicorina sp. 4 (specimen Methyl Green-stained): a) specimen in ventral  view; b) specimen in lateral view; c) detail of anterior end in lateral and d) ventral views; e) posterior end with pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Amphicornis%20body%20plate.png"
"Amphicorina sp. 4","316"," Amphicorina sp. 4: a)thoracic limbate superior notochaetae; b) thoracic limbate inferior notochaetae; c) thoracic acicular uncinus; d) anterior abdominal rasp-shaped uncini in lateral view; e) posterior abdominal rasp-shaped uncini in frontal view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Amphicorina%20sp4%20plate%20chaetae%20web.png"
"Amphicorina sp. 3","315"," Amphicorina sp. 3: a) specimen in lateral  view (Shirlastain (red)); b) lateral, c) ventral view (Methyl Green-stained), a)-c) scale bar = 1mm; d) thoracic acicular uncini; e) abdominal rasp-shaped uncini; f) thoracic limbate notochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Amphicorina%20sp3%20plate%20web.png"
"Euphionella patagonica Monro, 1936","269"," Euphionella patagonica, FI-voucher 24MFC: d) elytron from chaetiger 4 in dorsal view, with detail of small macrotubercule; e) elytron from chaetiger 9 in dorsal view, with detail of large macrotubercules and detail of microtubercules; f) pseudoelytron from chaetiger 12, with detail of transverse lines.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euphionella%20patagonica%20holotype%20of%20Monro%23%20completed%20web.png"
"Eucranta Malmgren, 1866","267"," Eucranta mollis: e) tip of notochaetae; f) forceps-like upper neurochaetae; g) bidentate neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Eucranta%20mollis%20completed%20plate%202%20web.png"
"Euphionella patagonica Monro, 1936","269","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euphionella%20patagonica%20holotype%20of%20Monro%20completed%20plate%20web.png"
"Eucranta Malmgren, 1866","267"," Eucranta mollis: a) specimen in dorsal view; b) detail of prostomium in dorsal view; c) elytron with patch of microtubercles (arrow); d) parapodium with detail of short neuroacicular process (arrow).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Eucranta%20mollis%20completed%20plate%201%20web.png"
"Austrolaenilla sp. 1","266"," Austrolaenilla sp. 1: a) specimen in dorsal view; b) anterior end in dorsal view; c) 10th  parapodium; d) ) tips of notochaetae; e) upper hirsute neurochaetae; f) lower smooth neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Austrolaenilla%20sp.%20completed%20plate%20web.png"
"cf. Jasmineira sp. 5","300"," Jasmineira? sp. 5: a) thoracic notochaetae; b) arrangement of chaetae in anterior abdominal chaetiger; c) thoracic uncini; d) uncini from anterior abdominal  chaetiger.; e) uncini from posterior abdominal chaetiger.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasminiera%20Claviramus%20sp5%20chaetal%20plate%20web.png"
"Austrolaenilla cf. antarctica Bergström, 1916","265"," Austrolaenilla cf. antarctica: e) elytron from mid body chaetiger in dorsal view, with detail of conical microtubercles and elongated papillae; f) notochaeta; g) mid hirsute neurochaetae, with detail of hirsute tip; h) lower hirsute neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Austrolaenilla%20cf%20antarctica%20completed%20plate%202%20web.png"
"Austrolaenilla cf. antarctica Bergström, 1916","265"," Austrolaenilla cf. antarctica: a) specimen in dorsal view; b) anterior end in dorsal view; c) mid-body parapodium, with detail of dorsal tubercule; d) papillated dorsal cirrus, with detail of cylindrical cirrophore and detail of papillae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Austrolaerilla%20cf%20antarctica%20completed%20plate%201%20web.png"
"Pilargidae de Saint-Joseph, 1899","259"," Plate 3. Ancistrosyllis groenlandica (holotype of McIntosh): a) drawing of parapodium (from McIntosh, 1879); b) dorsal cirri of 20th and anterior parapodia with rounded and conical papillae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/A.%20groenlandica%20Holotype%20completed%20plate%20web.png"
"Pilargidae de Saint-Joseph, 1899","259"," Plate 2. Ancistrosyllis cf. groenlandica (Falklands voucher): e) 20th parapodium; f) detail of neuropodia with acicula; g) dorsal cirrus form with detail of goblet-shaped papillae; h) detail of bidentate tip of long chaetae from upper group; i) short, falcate neurochaeta of lower group.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/A.%20cf%20groenlandica%20FI%20voucher%20Plate%202%20Completed%20web.png"
"Syllis sp. 1","289","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Syllis%20sp.%201%20completed%20plate%20web.png"
"Sphaerosyllis lateropapillata Hartmann-Schröder, 1986","282","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerosyllis%20lateropapillata%20Plate%202%20completed%20web.png"
"Syllis sclerolaema Ehlers, 1901","288","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Syllis%20sclerolaema%20completed%20plate%20web.png"
"Sphaerosyllis lateropapillata Hartmann-Schröder, 1986","282","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerosyllis%20lateropapillata%20Plate%201%20completed%20web.png"
"Pionosyllis? sp. 1","285"," Pionosyllis sp. 1: a) specimen in dorsal view; b) detail of anterior end in dorsal view; c) detail anterior end in ventral view with pharyngeal tooth (pt) and ventral cirri (vc) marked by arrows; d) 20th parapodium (dorsal cirrus missing), with detail of ventral cirri and chaetal arrangement, with bundle of falcigers and 2 very long spinigers; e) acicula; f) examples of lower and upper bidentate falcigers; g) detail of bidentate tip of spiniger.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pionosyllis%20sp%201%20completed%20plate%20web.png"
"Exogone cf. heterosetosa McIntosh, 1885","277","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Exogone%20heterosetosa%20completed%20plate%202%20web.png"
"Exogone cf. heterosetosa McIntosh, 1885","277","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Exogone%20Heterosetosa%20completed%20plate%201%20web.png"
"Exogone heterosetoides australis Hartmann-Schröder & Rosenfeldt, 1988","278","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Exogone%20heterosetosetoides%20australis%20completed%20plate%20web.png"
"Exogone (Paraexogone) cf. wolfi San Martín, 1991","280","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/E.%20cf.%20wolfi%20%28tiny%20eyes%29%20completed%20plate%20web.png"
"Exogone (Paraexogone) cf. wolfi San Martín, 1991","280","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/E.%20cf.wolfi%20%28large%20eyes%29%20completed%20plate%20web.png"
"Anguillosyllis palpata (Hartman, 1967)","275","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Anguilosyllis%20palpata%20completed%20plate%20web.png"
"cf. Novafabricia Fitzhugh, 1990","351"," cf. Novafabricia sp. 1 a) specimen in lateral view; b) detail of collar enlarged ventral lobe (arrow); c) example of thoracic uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/cf%20Novofabricia%20completed%20plate%20web_1.png"
"Rhodine cf. antarctica Gravier, 1911","348"," Rhodine cf. antarctica (small voucher specimen): a) anterior fragment in lateral view and b) tube; c) arrangement of uncini in double rows on chaetiger 12; d) detail of uncini in frontal and e) lateral views.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Rhodine%20cf%20antarctica%20body%20plate%20web.png"
"Rhodine Malmgren, 1865","332"," Comparison of Rhodine species from study. a) Rhodine cf antarctica, b) Rhodine cf  and c) Rhodine cf intermedia.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Rhodine%20comparison.png"
"Rhodine cf. intermedia Arwidsson, 1911","347"," Rhodine cf. intermedia: a) anterior fragment in lateral view; b) detail of anterior end; c) detail of segmental collar from chaetigers 2 and 3; d) arrangement of uncini in double rows on chaetiger 14.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Rhodine%20L11FA%20body%20plate%20web.png"
"Micromaldane Mesnil, 1897","335"," Micromaldane sp. 1 (larva?): a) specimen, a2) with detail of region with incomplete segmentation; b1) fascicle of notochaetae with lancet chaeta of spatulate form marked by arrow; b2) another example of notochaetae with lamceolate chaetae.c) uncini; d) spatulate chaetae (after Mesnil, 1897).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Micromaldane%20plate%20web.png"
"Lumbriclymenella Arwidsson, 1911","338"," Lumbrinclymenella sp. 1:  a) specimen (anterior and posterior ends in view); b) detail of the tube; c) detail of anterior end in ventral and dorsal view; d) posterior end with pygidium; e) detail of spine on chaetiger 2.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lumbriclymella%20sp%20body%20plate%20web.png"
"Lumbriclymenella Arwidsson, 1911","338"," Lumbrinclymenella sp. 1: a) fascicle of notochaetae from chaetiger 5; b) detail of bilimbate chaetae; c) detail of hirsute chaetae; d) neuropodial spine from chaetiger 2; e) uncini from chaetiger  5; f) detail of uncini, f2) arrow marks the swelling bellow the main fang.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lumbriclymenella%20sp%20chaetae%20plate%20web.png"
"Euclymeninae sp. 2","354"," Euclymeninae sp. 2 (specimen Shirlastain):  a) specimen in lateral view; b) detail of anterior end; c) detail of cephalic plaque; d) posterior end (fragment?); e) detail of posterior end (fragment?).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euclymeninae%20sp2%20body%20plate%20web.png"
"Euclymeninae sp. 2","354"," Euclymeninae sp. 2: a) spatulate notochaeta; b) thick bi-limbate notochaeta; c) detail of capillary chaeta; d) uncini from chaetiger 8 in frontal view; e) uncinus in lateral view, hood marked by arrow.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euclymeninae%20sp2%20chaetae%20plate%20web_0.png"
"Boguea Hartman, 1945","334"," Boguea sp. 1: a) specimen in lateral view (non-stained and Shirlastain), b1) detail of anterior end in lateral and b2) ventral view; c1) shorter anterior and c2) longer mid-body chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Boguea%20sp1%20body%20plate%20web.png"
"Boguea Hartman, 1945","334"," Boguea sp. 1: a) notochaetae; b) uncini in a single row from chaetiger 5; c) pads with uncini  in semi-circular double rows; d) and e) detail of uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Boguea%20plate%20web.png"
"Clymenura sp. 1","342"," Clymenura sp. 1: a) specimen in lateral view; b) detail of anterior end; c) glandular pads on chaetiger 8 (marked by arrow).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Clymenura%20sp1%20plate%20web.png"
"Clymenura sp. 1","342"," Clymenura sp. 1: a) single neuropodial rostrate uncinus in chaetiger 3; b) notochaetae; c) neuropodial uncini in lateral and d) frontal views.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Clymenura%20sp1%20chaetae%20plate.png"
"Clymenura sp. 2","341"," Clymenura sp. 2: a) specimen in lateral view; b1) and b2) detail of anterior end; c) detail of cephalic plaque; d) chaetigers 6-8, the glandular pads on chaetiger 8 (marked by arrow); e) chaetigers 12 -14.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Clymenura%20sp2%20body%20plate%20web.png"
"Clymenura sp. 2","341"," Clymenura sp. 2: a) long limbate notochaetae; b) single neuropodial rostrate uncinus from chaetiger 3; c1) neuropodial uncinus from chaetiger 12 and  c2) 14 in frontal view; d) uncinus from chaetiger 4 in frontal view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Clymenura%20sp2%20chaetae%20plate%20web.png"
"Nichomache  Malmgren, 1865","336"," Nichomache  cf. lumbricalis  (Fabricius, 1780) sensu  Hartman, 1967: a) complete specimen; b) detail of anterior end in lateral view; c) pigmented areas on ventrum of chaetiger 2 and 3 (marked by arrows); d) anal plaque; e) posterior end with two achaetous segments marked by arrows.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Nicomache%20cf%20lumbricalis%20body%20plate%20web%20.png"
"Nichomache  Malmgren, 1865","336"," Nichomache  cf. lumbricalis  (Fabricius, 1780) sensu  Hartman, 1967: a) neuropodial spine from chaetiger 3; b) fascile of notochaetae – limbate and hirsute chaetae; c) detail of hirsute chaetae; d) long, spiralled chaeta; e) rostrate hooks in lateral and f) frontal views.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Nichomache%20cf%20lumbricalis%20plate%20web.png"
"Notoproctus Arwidsson, 1907","337"," Notoproctus sp. 1: a) specimen in lateral view; b) detail of anterior end; c) detail of posterior end; d) anal plaque.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Notoproctus%20sp1%20body%20plate%20web.png"
"Notoproctus Arwidsson, 1907","337"," Notoproctus sp. 1: a) fascicle of notochaetae from chaetiger 4; b) detail of limbate notochaetae; c) detail of hirsute notochaetae; d) single spine form chaetiger 4; e) rostrate hook from chaetiger 5; f1) neuropodial uncini in lateral and f2) frontal views.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Notoproctus%20sp1%20chaetae%20plate%20web.png"
"Aglaophamus cf. peruana (Hartman, 1940)","327"," Aglaophamus cf. peruana:  a) 11th parapodium; b) 36th parapodium with detail of neuropodium; c) 65th parapodium; d) notopodial preacicular cross-barred and post-acicular spinulose chaetae from 11th parapodium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/parapodium%2011%20%28A%29%20completed%20plate%20web.png"
"Aglaophamus posterobranchus Hartman, 1967","326"," Aglaophamus posterobranchus:  a) parapodium 10 (inset: detail branchia), a2) with details of notopodia and a3)neuropodia; b) parapodium 37; c) parapodium 54; d) preacicular cross-barred chaetae; e) postacicular spinulose chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/parapodium%2010%20%28A1%29%20completed%20plate%20web.png"
"Eulalia? sp. 1","356"," Eulalia sp. 1: a)specimen in dorsal view; b) detail of anterior end in dorsal view, median antenna marked by arrow – preserved specimen and the same Shirla-stained; c) detail of anterior end in ventral view; d) tentacular cirri: d1) of segment 1; d2) of segment 3; d3) ventral cirri of segment 2 (large) and 3; e) 35th parapodium; f) example of tridentate rostrum; g) example of rostrum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/cf.Eulalia%20sp.%201%20completed%20plate%20web.png"
"Eteone cf. aurantiaca Schmarda, 1861","358"," Eteone cf. aurantiaca : a) specimen in dorsal view; b) detail of anterior end; c) detail of prostomium and antennae; d) detail of prostomium and tentacular segments; with dorsal and ventral tentacular cirri marked by arrows; e) 35th parapodium with dorsal and ventral cirri; f) detail of chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Eteone%20cf.%20aurantiaca%20completed%20plate%20web.png"
"Mystides cf. notialis Ehlers, 1913","359"," Mystides cf. notialis: a) specimen in dorsal view; b) detail of anterior end; c) detail of dorsal and ventral (with red pigment) cirri; d) detail of chaetigerous lobe; e) fascicle of chaetae; f) rostrum of compound chaetae; g) detail of chaetal rostrum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Mystides%20cf.%20notialis%20Ehlers%2C%201913%20completed%20plate%20web.png"
"Mystides sp. 1","360"," Mystides sp. 1: a) specimen in dorsal view; b) specimen in ventral view: c) detail of anterior end (preserved specimen and the same Shirla-stained) in dorsal view; d) detail of anterior end in ventral view; e) ventral cirri with red pigments; f) pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Mystides%20sp.%201%20Plate%201%20Completed%20plate%20web.png"
"Mystides sp. 1","360"," Mystides sp. 1: a) neuropodia; b) chaetae; c) chaetal rostrum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Mystides%20sp.%201%20Plate%202%20Completed%20plate%20web.png"
"Paranaitis sp. 1","361"," Paranaitis sp. 1: a) specimen in dorsal view; b) detail of anterior end in dorsal view; c) detail of anterior end in ventral view; d) detail of pygidium; e) detail of dorsal and ventral cirri from mid body chaetiger; f) rostrum of compound chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Paranaitis%20sp.%201%20voucher%20MFA6%20completed%20plate%20web.png"
"Phyllodoce patagonica complex","362"," Phyllodoce patagonica complex: a-c) specimen “north” (Shirla-stained): a) detail of anterior end and proboscis in dorsal view; b) detail of anterior end and proboscis in ventral view; c) detail of the distal part of proboscis; a-b) specimen “south” (Shirla-stain remains only on papillae of the proboscis): a) detail of anterior end and proboscis in dorsal view; b) detail of anterior end and proboscis in ventral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Phyllodoce%20patagonica%20complex%20APM%20vouchers%20completed%20plate%20web.png"
"Phyllodoce patagonica complex","362"," Phyllodoce patagonica complex (voucher specimen 1MFA): a) parapodium form segment 5; b) detail of dorsal cirrus from segment 5; c) truncated shape of dorsal cirrus from mid body segment.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Phyllodoce%20patagonica%20complex%20Voucher%20MFA1%20completed%20plate%20web.png"
"Phyllodoce patagonica complex","362"," Phyllodoce patagonica complex (voucher specimen 1MFC): a) specimen in dorsal view; b) detail of anterior end; c) detail of prostomium and tentacular cirri; d) parapodium of segment 5 with only dorsal cirrus attached; e) dorsal cirrus from mid-body segment; f) simple chaeta (marked by arrow); g) detail of compound chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Phyllodoce%20patagonica%20complex%20Voucher%20MFC1%20completed%20plate%20web.png"
"Phyllodoce Lamarck, 1818","366","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate%20Phyllodoce%20comparison.jpg"
"Phyllodoce sp. 1","363"," Phyllodoce sp. 1: a) specimen in dorsal view; b) detail of anterior end; c) detail of proboscis with brown papillae; d) parapodium of segment 5; e) parapodium of segment 45; f) detail of rhomboid dorsal cirrus from chaetiger 45.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Phyllodoce%20sp%201%20Voucher%20VINW%205MFA%20completed%20plate%20web.png"
"Protomystides? sp. 1","364"," Protomystides?  sp. 1 voucher 1MFA: a) specimen in dorsal view; b) detail of anterior end in dorsal view; c) detail of dorsal cirri; d) detail of ventral cirri; e) neuropodial lobe with ventral cirrus attached.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Protomystides%20sp%201%201MFA%20Voucher%20completed%20plate%20web.png"
"Protomystides? sp. 1","364"," Protomystides? sp. 1 voucher 1MFA: a) fascicle of chaetae with blades of varying lengths; b) detail of chaeta with long blade; c) detail of chaeta with short blade; d) chaetal rostrum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Protomystides%20sp%201%201MFA%20Voucher%20plate%202%20completed%20plate%20web.png"
"Protomystides? sp. 1","364"," Protomystides sp. voucher 38MFB: a) specimen in dorsal view; b) dorsal and ventral cirri; c) chaetal rostrum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Protomystides%20sp%201%2038MFB%20Voucher%20completed%20plate%20web.png"
"Prionospio? sp.","186"," Prionospio? sp. a) specimen in dorsal view; b) detail of small branchia (arrow) on chaetiger 2.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/cf.%20Prionospio%20sp.%20.png"
"Aglaophamus sp. 1","328"," Aglaophamus sp. 1: a) 10th parapodium (damaged – notopodium and neuropodium separated); b) 22nd  parapodium (conical protuberance on neuropodium marked by arrow). 


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aglaophamus%20sp%201%20plate%20web.png"
"Aglaophamus sp. 2","329"," Aglaophamus sp. 2: a) example of parapodium from chaetiger 20 (branchia broken off; enlarged, erect lobe above notopodia marked by arrow); b) preacicular cross-barred chaetae; c) postacicular notopodial chaetae – spinulose and smooth form; d) postacicular neuropodial faintly cross-barred chaetae. 


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aglaophamus%20sp2%20plate%20web.png"
"Aglaophamus sp. 3","330"," Aglaophamus sp. 3: a) 16th parapodium; b) preacicular cross-barred chaetae; c) postacicular spinulose chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aglaophamus%20sp%203%20plate%20web.png"
"Nephtys Cuvier, 1817","323"," Nephtys cf. paradoxa:  a) notopodium and neuropodium of 10th parapodium; b) 30th parapodium with detail of notopodium and neuropodium; c) 50th parapodium; d) notopodial preacicular cross-barred and postacicular spinulose chaetae from 10th parapodium; e) notopodial postacicular  chaetae form 50th parapodium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Nephtys%20paradox%20plate%20web.png"
"Levinsenia antarctica (Strelzov, 1973)","206"," Levinsenia antarctica (specimen Shirla-stained) a) anterior part of specimen in lateral view; b) detail of branchial region, branchial region outlined with arrows


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate%207%20Levensenia%20antarctica%20plate_web_0.jpg"
"Protomystides?  sp. 2","365"," Protomystides sp. 2: a) specimen in dorsal view; b) specimen in ventral view; c) neuropodium (dorsal and ventral cirri detached); d) example of detached ventral cirrus; e) chaetal fascicle; f) detail of spinigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Protomystides%20sp.%202%20completed%20plate%20web.png"
"Pterocirrus? sp. 1","357"," Pterocirrus? sp. 1: a) voucher specimens in dorsal view; b) detail of anterior end in dorsal view; c) detail of anterior end in ventral view with 4 cirrophores marked by arrows; d) neuropodium with asymmetrical lobe; e) ventral cirrus; f) spinigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pterocirrus%20sp.%201%20voucher%2019MFB%20completed%20plate%20web.png"
"Jasmineira sp. 1","296"," Jasmineira sp. 1: a) specimen in lateral view; b) detail of anterior end, with lateral notch on collar marked by arrow (specimen Shirla-stained); c) –e) details of radioles of branchial crown.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20sp1%20plate%20web.png"
"Jasmineira regularis form 1 Hartman, 1978","302"," Jasmineira cf. regularis forms 1 (with branchial crown) and 2 (without branchial crown) : a) specimens with and a1) without crown in lateral view; b) detail of anterior end, with insets of details of girdle on chaetiger 2 and abscission zone of the crown marked by arrows (specimen Shirla-stained); c) detail of branchial crown with ventral filaments marked by arrows; d) specimens stained with Methyl Green; e) detail of pygidial stained with Methyl Green.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20cf%20regularis%20plate2.png"
"Leptoecia vivipara Orensanz, 1990","387"," Leptoecia vivipara. a) Anterior chaetigers dorsal view. b) Detail of anterior showing antennae. c) Lateral view of anterior chaetigers. d) Ventral view of anterior part of worm. e) Subacicular hooks. f) and g) Anterior hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Leptoecia%20vivipara%20completed%20plate%20web.png"
"Kinbergonuphis oligobranchiata (Orensanz, 1974)","389"," Kinbergonuphis oligobranchiata. a) Lateral view of anterior chaetigers.  b) Dorsal view of anterior chaetigers. c) Ventral view of anterior chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Kingbergonuphis%20oligobranchiata%20completed%20plate%20web.png"
"Kinbergonuphis oligobranchiata (Orensanz, 1974)","389"," Kinbergonuphis oligobranchiata. a) and b) Anterior hooded hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Kinberonophis%20completed%20plate%20web.png"
"Anchinothria cf. pycnobranchaiata (McIntosh, 1885)","391"," Anchinothria cf. pycnobranchiata. a) Lateral view anterior chaetigers. b) Ventral view of anterior chatigers c) Dorsal close up of head. d) hooks of chaetiger 1.  e)   f)  g) chaetae of chaetigers 2, 3, 4 showing compound falcigers and simple limbates. h) and i) scoop-shaped pectinate chaetae.  j) Subacicular hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Anchinothria%20pyncobranchiata%20completed%20plate%20web.png"
"Onuphis pseudoiridescens Averincev, 1972","388"," Onuphis pseudoiridescens. a) dorsal view of anterior. b) Lateral view. c) Ventral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Opnuphis%20pseudoiridescens_%20plate.png"
"Jasmineira sp. 6","301"," Jasmineira sp. 6: a) collar in ventral view, with notch in anterior margin marked by arrow; b) detail of pygidium; c) thoracic notochaetae of collar and 1st unciniger; d) thoracic uncini; e) uncini from anterior abdominal chaetiger; f) uncini from the last abdominal chaetiger.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Jasmineira%20sp.%206%20completed%20plate%20web.png"
"Pilargidae de Saint-Joseph, 1899","259"," Ancistrosyllis cf. groenlandica (Falklands voucher): a) specimen in dorsal view; b) detail of anterior end in dorsal view (specimen Shirla-stained); c) detail of anterior end in ventral view (specimen Shirla-stained); d) arrangement of papillae on dorsum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/A.%20cf%20groenlandica%20FI%20voucher%20Completed%20plate%20web_0.png"
