typeStatus,catalogNumber,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy ,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1344313445,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.241973,-59.069066,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,16:13,,,,,,,"Thin veneer of black silt on loose clay, not cohesive but stiff",57MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1349113493,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,457,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2322461,-59.0590836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,00:01,,,,,,,"Soft brown silty clay, looser than previous stations. Coarse sand and gravel up to 1.5cm in sieve residue.",5MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1349713499,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,457,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2322461,-59.0590836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,00:40,,,,,,,"Soft brown silty clay, very cohesive. Coarse sand and gravel up to 3cm in diameter in sieve residue.",5MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1356013562,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,447,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.248731,-59.110834,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,01:25,,,,,,,"Soft brown silty clay, fine black sand/silt on surface, stiffer below 8cm, sparse black gravel 1cm or less in diameter",62MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1360213604,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,445,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.258322,-59.105824,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,08:12,,,,,,,"Soft brown silty clay, looser surface becoming more cohesive at depth with a very stiff, slightly darker sediment at base of sample. Occasional pebble and dark sand in sieve residue.",66MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1369513697,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,449,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.298355,-59.095609,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,22/03/2012,11:45,,,,,,,Brown silty clay with mottled darker patches on surface. Cohesive but slightly looser on surface. Maybe slightly greyer towards base of core. Occasional pebble and dark sand in sieve residue,71MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1372513727,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.341643,-59.130995,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,22/03/2012,17:29,,,,,,,Brown silty clay with mottled darker patches on surface. Cohesive but slightly looser on surface. Maybe slightly greyer towards base of core. Dark sand in sieve residue. ,73MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1379713799,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,432,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.351163,-59.126008,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,22/03/2012,22:00,,,,,,,"Soft brown silty clay, quite cohesive with areas of medium sand at 12cm depth. Little gravel and medium coarse black sand in sieve residue",77MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1385113853,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,455,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2510775,-59.1686567,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,17/04/2012,06:46,,,,,,,"Soft brown silty clay, cohesive. Top 5-10cm looser and stiffer below and maybe slightly darker in colour. Surface with darker mottling. Noticeably more coarse sand, gravel or pellets of clay and pebbles up to 3cm in diameter in sieve residue. Very difficult to sieve",7MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1390813910,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,16:42,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue.  Slightly more cohesive than previous stations.,90MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1398413987,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2690658,-59.1683544,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,17/03/2012,19:00,,,,,,,"Soft brown silty clay, stiffer from 8cm, fine black sand/silt on top. Gravel up to 1cm, mostly black, in sieve residue. ",13MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1413214135,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3046333,-59.1127311,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,19/03/2012,04:54,,,,,,,Silty brown clay with mottled darker patches on surface. Cohesive with looser surface. Occasional pebble and dark sand in sieve residue.,27MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1417214175,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,452,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3041981,-59.0577142,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,13:21,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 3cm in diameter in sieve residue. ,29MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1423614239,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3219581,-59.0298531,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,14:13,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Dark coarse sand and gravel up to 1cm in sieve residue.",36MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1424814251,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3410194,-59.1671425,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,01:23,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Coarse sand in sieve residue",37MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1426814271,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3406094,-59.1120844,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,01:23,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Approx 200ml of gravel in sieve residues.",39MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1430014303,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,442,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3403947,-59.0845558,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,17:55,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. Less cohesive than previous samples. Dark, coarse sand and gravel in sieve residue.",40MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1433614339,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,341,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3588058,-59.1392994,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/12/2012,18:31,,,,,,,"Soft brown silty clay, top ~5cm looser, more cohesive below. Coarse sand and variously coloured gravel up to 2cm in diameter in sieve residue.",43MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1435214355,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,434,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3583828,-59.0842219,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,19:08,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. Dark, coarse sand and single piece of 3cm gravel in sieve residue.",45MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1437214375,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,434,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3581611,-59.0566836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,19:28,,,,,,,"Soft brown silty clay, loose in top 5cm, stiffer below. Cohesive. Some gravel up to 2cm in diameter ",46MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1438014383,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3769958,-59.1665347,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,21:46,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residu,47MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1440414407,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3763706,-59.0838878,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,16:23,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below with small lumps of very cohesive clay. Black sand and gravel up to 1cm in sieve residue.",50MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1441214415,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,,,"(Fabricius, 1780)",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,442,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3949839,-59.1662306,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,10:30,,,,,,,"Soft brown cohesive clay, looser on surface. Mottled darker patches of dark sand. Some gravel <4cm diam.",51MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
